Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;free_square;count_rooms_on_the_floor;Shops_A;Shops_B;Ecology_2_A;Ecology_2_B;Ecology_3_A;Ecology_3_B;Price
15370;28;2;-0.5850678;-0.55240536;0.08414686;8;9;1973;-0.0026897993;30;6207;1;0.64665985;1;0;-0.18854642;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;204243.55
12427;31;3;0.65908563;0.81854725;0.34242448;1;8;1959;-0.9986406;23;3684;2;0.5355532;0;4;0.32154667;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;165534.55
6452;13;2;-0.1307331;-0.257105;-1.2072413;8;12;1999;-0.23574677;74;19083;2;0.5355532;5;15;1.1083437;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;229220.38
2408;57;3;0.6200469;0.32406113;0.6007021;6;12;1980;0.120634355;49;11395;3;1.2646027;3;4;0.97399116;2;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;252481.9
10953;27;1;-0.17240259;1.3319429;-1.2072413;5;17;1977;-0.39237273;2;629;1;0.5355532;0;0;-1.85049;5;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;140647.56
2823;85;3;0.9246446;1.4461532;0.08414686;4;9;1979;-0.6862727;52;11217;1;0.5355532;1;7;-0.003593108;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;89084.33
2119;27;2;-0.41612795;-0.23908061;-0.17413078;6;17;1983;-0.56328744;5;1227;0;0.5355532;0;0;-0.19070843;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;117000.38
3000;34;2;0.059846476;-0.23765546;0.85897976;6;14;2001;-0.41257298;53;13670;4;0.5355532;1;11;0.44397143;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;231828.44
2829;57;1;-0.68410844;-0.9225084;0.6007021;6;12;1983;0.120634355;49;11395;3;1.2646027;3;4;-0.04784402;6;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;183743.23
4909;19;3;2.9894416;1.6850824;1.375535;16;25;2012;-0.9903112;33;6783;3;0.5355532;1;9;-0.1344474;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;394895.3
8862;0;3;2.5828407;0.97727466;1.1172574;12;17;2002;1.6883968;25;4756;16;0.5355532;5;8;-0.1344474;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;521919.06
11935;27;2;0.43257767;-0.17849179;-1.2072413;15;17;1977;0.7775519;9;1892;0;0.5355532;0;1;2.3757577;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;127200.02
11852;48;1;-0.84138787;-1.146122;1.1172574;19;22;1996;-0.6531115;46;9515;5;0.5355532;1;10;-0.31593513;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;215083.97
6641;54;3;3.4288445;-0.17849179;-1.465519;2;17;1977;-0.9475888;30;5285;0;-0.844162;6;6;-0.1344474;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;571069.06
7704;150;3;0.29263207;0.69793797;-0.17413078;4;5;1964;-0.824372;24;5613;5;1.0817138;2;5;-0.10165323;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;241718.1
5073;74;2;1.4252971;-0.17849179;-1.2072413;16;17;1977;-0.3619477;6;1437;3;0.5355532;0;2;-0.1344474;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;244145.83
4378;27;3;2.7682467;-0.17849179;-1.465519;17;17;2018;-0.39237273;2;629;1;0.5355532;0;0;-0.1344474;5;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;337299.88
7550;23;2;0.4239734;-0.17849179;-1.2072413;8;17;1977;-0.3619477;6;1437;3;0.5355532;0;2;2.3542423;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;173910.92
8054;23;1;-0.79376465;-0.08718149;-1.2072413;3;9;2014;-0.70746034;0;168;0;0.5355532;0;0;-0.85491884;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;95338.195
522;11;2;-0.47077367;-0.31499043;0.08414686;4;9;1972;-0.99721503;36;5992;0;0.5355532;1;1;-0.32923996;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;213374.17
89;50;2;-0.9648578;-0.90217113;0.34242448;9;9;1965;-0.9342938;35;7077;56;0.5355532;3;19;-0.648182;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;283877.62
4785;61;1;-0.8360523;-1.2126579;0.85897976;12;16;1984;1.5246687;52;10311;6;0.5355532;1;9;-0.04481473;12;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;189007.23
13253;27;2;0.3754826;0.1673966;-1.2072413;9;15;1977;-0.8503701;2;469;0;0.5355532;0;0;1.6116154;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;178721.7
13905;44;1;-1.2229397;-1.2998925;0.08414686;7;9;1972;-0.6951412;24;4378;0;0.23931634;1;1;-0.44081798;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;154928.81
8384;90;2;-0.81329525;-0.5398531;-0.17413078;2;5;1965;1.2286339;37;5288;0;0.5355532;3;2;-0.6435605;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;176344.83
6486;200;3;1.5697303;1.796764;0.85897976;6;17;1960;-0.9986406;33;7425;1;0.5355532;2;5;0.56493235;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;402871.9
11703;23;1;-0.87178856;-0.17849179;-1.2072413;4;17;1977;-0.3619477;6;1437;3;0.5355532;0;2;-0.8859946;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;103510.23
14591;43;2;-0.72899073;-0.6734006;-0.17413078;5;9;1961;-0.8724687;17;3079;59;0.5355532;0;8;-0.19283484;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;287056.0
8224;177;3;1.1602575;1.0689859;1.6338127;9;25;2012;-0.9986406;36;6714;2;0.5355532;0;2;0.4336471;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;191550.12
9371;23;2;0.19990176;-0.17849179;-1.465519;16;17;1977;-0.70746034;0;168;0;0.5355532;0;0;1.9321694;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;229778.06
10739;99;2;-0.64299464;-0.19137721;-0.17413078;4;5;1971;-0.71722656;66;10573;1;1.031835;3;8;-0.8437166;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;171266.95
1853;101;3;0.08471698;0.16738427;-0.17413078;5;5;1963;0.8987402;41;6558;7;0.5355532;3;2;0.33153507;1;-0.29986376;0.29986376;10.104097;-10.104097;-0.16815954;0.16815954;197456.92
9833;1;2;-0.021736128;1.510142;-1.465519;9;17;1977;-0.9387989;1;264;0;0.5355532;0;1;-1.6556013;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;196078.9
175;23;2;0.099772245;-0.17849179;-1.2072413;16;17;1977;-0.3619477;6;1437;3;0.5355532;0;2;1.5435315;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;184501.02
10521;38;3;2.6163497;-0.17849179;-1.465519;10;17;2017;-0.48819363;15;2787;2;-1.1905426;0;7;-0.1344474;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;435462.06
7008;21;2;-0.4442634;-0.120606326;-0.17413078;5;5;1970;0.6354578;47;8004;3;-2.285105;3;5;-0.47389707;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;183826.31
1821;23;2;-0.38467908;-0.17849179;-1.2072413;9;12;1977;-0.70746034;0;168;0;0.5355532;0;0;0.33209172;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;88464.42
14292;103;1;-0.8486031;-0.90869355;0.6007021;7;16;1981;-0.8774577;19;3806;4;0.5355532;0;3;-0.484004;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;234052.27
7596;23;1;0.56350946;0.9009758;1.6338127;3;9;1977;-0.8803996;2;475;0;0.5355532;0;0;-0.75678504;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;96029.164
13393;98;1;-0.8633935;-1.1270221;0.34242448;8;14;2003;0.64631134;23;5212;6;0.5355532;3;2;0.009476118;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;214733.34
2221;170;1;-1.1884961;-1.033161;-0.17413078;3;5;1963;0.83668965;21;4472;6;1.3865286;4;7;-0.6956043;3;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;172795.86
10103;94;1;-1.1945411;-0.90398055;0.08414686;11;17;1971;1.3774247;33;8667;2;0.5355532;0;6;-1.0810367;11;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;148862.2
2301;1;2;0.2494825;1.5487006;-1.465519;17;22;2016;-0.9387989;1;264;0;0.5355532;0;1;-1.0466491;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;199215.45
6455;44;1;-1.3818175;-1.0892571;0.34242448;3;14;1973;0.47216997;36;10055;3;0.5355532;1;0;-1.3547595;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;182946.36
16334;1;1;-0.80017054;-0.17849179;-1.2072413;14;17;1977;-0.9387989;1;264;0;0.5355532;0;1;-0.70690364;14;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;156476.61
3963;48;3;0.19954154;0.2771505;0.08414686;4;9;1980;-0.6531115;46;9515;5;0.5355532;1;10;0.2832307;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;276349.9
10065;5;2;-0.13324155;-0.30407298;0.34242448;14;22;1991;0.26852807;16;3433;4;0.5355532;4;5;0.3569436;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;279119.9
3203;23;2;-0.036973815;-0.17849179;-1.2072413;3;3;1977;-0.9501825;1;388;0;0.5355532;0;0;1.2015784;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;90303.664
1982;28;1;-1.043774;-0.90955704;0.85897976;1;12;1970;-0.0026897993;30;6207;1;0.64665985;1;0;-1.1087552;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;147636.77
12393;11;2;0.024050534;-0.25493065;1.1172574;5;16;1980;-0.99721503;36;5992;0;0.5355532;1;1;0.24724188;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;242402.23
16601;88;2;-0.5290839;-0.30783832;0.08414686;6;12;1975;0.07157142;43;8429;3;0.5355532;3;9;-0.48790187;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;207641.67
4191;1;2;0.44983009;-0.17849179;-1.2072413;10;17;1977;-0.9387989;1;264;0;0.5355532;0;1;2.4189007;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;197343.8
7619;47;2;-0.116108924;-0.122244745;0.6007021;1;12;1978;-0.99805254;46;10309;1;-1.966435;1;16;-0.06510832;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;100471.95
7605;6;1;-0.79511994;-0.17849179;-1.2072413;6;12;2014;1.0447632;5;1564;0;-1.1351217;0;0;-0.6942736;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;113617.22
9723;52;2;0.40102673;-0.17849179;-1.2072413;5;17;1977;2.1197524;34;7065;1;-0.55320233;2;5;2.2968607;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;158148.94
11398;62;1;-0.86761886;-0.17849179;-1.465519;6;17;1977;-0.39237273;2;629;1;0.5355532;0;0;-0.7373169;6;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;114063.09
3759;31;2;0.059073105;-0.21763891;0.85897976;17;17;2001;0.27297002;32;5889;10;-0.33151877;4;1;0.40607864;8;-0.29986376;0.29986376;-0.09896976;0.09896976;5.9467335;-5.9467335;339414.56
8443;57;2;-0.60386586;-0.4586223;-0.17413078;7;17;1963;0.120634355;49;11395;3;1.2646027;3;4;-0.26577926;3;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;180538.9
1063;77;1;-0.78553814;-0.860541;0.6007021;14;17;1983;-0.99805254;46;10309;1;-1.966435;1;16;-0.41280416;14;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;179784.47
6925;27;2;1.550309;2.1705205;1.1172574;15;17;2016;-0.39237273;2;629;1;0.5355532;0;0;-0.29331604;7;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;228584.0
10362;27;2;1.2350656;-0.17849179;-1.465519;9;17;1977;-0.39237273;2;629;1;0.5355532;0;0;-0.1344474;4;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;167023.97
2136;74;2;1.5369645;3.60201;-1.465519;12;17;2017;-0.3619477;6;1437;3;0.5355532;0;2;-1.5157704;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;243479.88
14675;74;1;-0.24491061;1.3331215;-1.465519;8;17;1977;-0.3619477;6;1437;3;0.5355532;0;2;-1.8956738;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;160292.16
9413;79;1;-0.96517223;-1.276029;0.85897976;2;16;1981;0.42206237;19;3856;10;0.5355532;2;5;-0.2538543;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;174952.64
4014;6;2;0.34813297;2.00416;-1.2072413;17;17;2016;1.0447632;5;1564;0;-1.1351217;0;0;-1.7564163;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;190762.98
12246;9;1;-0.36424103;-0.82737446;0.85897976;11;16;2006;0.14608479;11;2370;0;0.5355532;0;1;0.44287682;11;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;197101.05
14020;34;1;-0.49636564;0.5911738;-1.2072413;2;17;2016;-0.41257298;53;13670;4;0.5355532;1;11;-1.3298565;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;181167.64
2435;85;2;0.47946018;0.9693347;0.08414686;6;9;1976;-0.6862727;52;11217;1;0.5355532;1;7;-0.26026294;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;266989.03
7758;156;1;-0.9751645;-1.0395688;0.34242448;13;17;2009;-0.9342938;35;7077;56;0.5355532;3;19;-0.42712805;13;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;254236.33
12162;69;1;-0.9749639;-1.2087281;0.34242448;1;16;1985;-0.9903112;33;6783;3;0.5355532;1;9;-0.12274172;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;184737.92
15600;108;2;-0.3869319;-0.26911822;0.08414686;9;12;1974;-0.9986406;23;3684;2;0.5355532;0;4;-0.2019889;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;261086.03
6832;96;2;0.32598475;0.009370516;1.1172574;5;10;1994;-0.65318114;53;14892;4;0.5355532;1;4;0.52746916;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;259293.02
2952;169;2;0.085479595;-0.30887946;0.6007021;3;14;1970;0.76975507;11;2398;2;0.5355532;3;0;0.7742707;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;116661.59
2855;18;2;0.2670909;-0.15857093;1.1172574;10;11;2000;-0.9986406;30;5562;0;0.5355532;0;5;0.6818944;5;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;267609.8
7488;21;1;-0.795358;-0.93772197;0.6007021;2;12;1979;0.6354578;47;8004;3;-2.285105;3;5;-0.29870868;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;153038.22
11248;27;2;-0.12739225;-0.13700843;1.375535;2;9;2000;-0.65318114;53;14892;4;0.5355532;1;4;-0.4815535;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;238779.45
9613;148;3;3.902865;-0.17849179;-1.2072413;16;17;2012;1.6389527;22;4625;11;0.5355532;2;10;-0.1344474;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;510700.44
16674;94;2;-0.5385877;-0.33571494;-0.17413078;11;17;1976;0.07157142;43;8429;3;0.5355532;3;9;-0.32333788;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;210364.31
3918;41;2;-0.48709345;-0.48217875;-0.17413078;5;9;1968;0.47216997;36;10055;3;0.5355532;1;0;0.0685444;2;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;198183.08
11902;128;2;-0.2656652;-0.08338738;0.6007021;7;17;1994;-0.9986406;27;4798;0;-2.5483541;2;8;-0.5088999;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;243824.8
13395;10;2;-0.36470586;-0.20315322;0.08414686;12;12;1973;-0.25052908;33;7976;5;0.5355532;0;11;-0.26491183;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;242107.1
1836;144;2;-0.43436462;-0.24485764;0.6007021;2;5;1964;1.5805835;27;5148;14;0.5355532;5;7;-0.64068496;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;212786.0
1671;120;3;0.09304055;0.17958303;-0.17413078;4;5;1961;1.867045;27;5664;48;0.5355532;3;11;0.33043522;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;305732.6
9558;39;1;-1.2543983;-1.0866054;0.08414686;7;9;1973;2.604353;25;5011;8;-0.6086232;0;2;-0.9026432;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;156375.02
13887;7;3;0.9997686;0.85720646;1.1172574;16;17;1987;-0.9986406;23;5067;4;0.5355532;2;6;0.6892725;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;415398.56
4280;34;2;0.24588414;-0.17849179;-1.2072413;16;17;2014;-0.41257298;53;13670;4;0.5355532;1;11;1.9089044;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;286564.44
14319;27;2;0.11332548;-0.02774597;1.375535;2;7;1998;-0.65318114;53;14892;4;0.5355532;1;4;-0.07588778;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;217349.25
13671;84;3;0.37819836;0.2970828;0.08414686;9;9;1971;0.25885588;22;4789;2;0.5355532;4;1;0.69417983;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;291058.1
9753;23;1;-0.83159935;-0.17849179;-1.2072413;14;17;1977;-0.3619477;6;1437;3;0.5355532;0;2;-0.78549594;14;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;110620.63
13577;61;1;-1.2848884;-1.0525571;-0.17413078;8;9;1975;1.5246687;52;10311;6;0.5355532;1;9;-0.9018032;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;165018.95
14756;1;1;-0.34662694;0.87771034;-1.2072413;10;24;1977;-0.9387989;1;264;0;0.5355532;0;1;-1.4701599;10;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;175188.95
3973;1;2;0.33627304;-0.25819325;1.1172574;14;14;2014;-0.9387989;1;264;0;0.5355532;0;1;1.03386;7;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;92127.06
13957;123;2;0.11192342;-0.11454144;0.85897976;12;17;2005;-0.9986406;47;11319;0;0.5413602;3;5;0.35302964;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;274570.72
11765;23;2;-0.44932815;-0.17849179;-1.2072413;3;3;1977;-0.70746034;0;168;0;0.5355532;0;0;0.1704278;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;113250.43
2930;9;2;0.30184373;-0.17849179;-1.2072413;6;17;1977;0.35854876;25;5648;1;-2.5483541;2;4;2.0488396;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;184172.97
6496;1;2;-0.20453078;-0.021556318;0.6007021;7;17;1990;-0.78347254;33;5261;0;-1.966435;3;1;-0.46710056;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;241419.6
8361;57;3;0.39405775;0.6727851;0.08414686;10;12;1984;0.120634355;49;11395;3;1.2646027;3;4;0.05891161;3;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;270071.62
9970;159;3;0.27209258;0.4112723;0.08414686;2;9;1972;-0.8724687;17;3079;59;0.5355532;0;8;0.22371279;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;378581.53
3276;27;2;0.29506648;1.8010751;-1.2072413;8;17;2016;-0.8503701;2;469;0;0.5355532;0;0;-1.524286;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;192625.05
6761;70;2;-0.6244309;-0.60197586;0.08414686;3;9;1981;-0.98005825;39;7614;3;0.5355532;1;5;-0.19792937;1;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;201121.08
11448;39;1;-1.172307;-1.2650625;0.34242448;12;12;1977;2.604353;25;5011;8;-0.6086232;0;2;-0.51502454;12;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;150513.47
12428;94;2;-0.9391458;-0.6636374;0.08414686;12;14;1982;1.3774247;33;8667;2;0.5355532;0;6;-0.8741471;6;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;204804.84
8583;129;3;0.48629543;0.64896417;0.34242448;11;12;1977;-0.824372;24;5613;5;1.0817138;2;5;0.19410652;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;313452.53
2516;3;1;-0.815037;-1.061715;1.1172574;3;14;1984;1.2286339;37;5288;0;0.5355532;3;2;-0.40167385;3;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;225889.69
14635;95;2;-0.801531;-0.1566686;-0.17413078;1;5;1963;-0.9986406;7;1660;39;0.5355532;1;5;-1.3025119;0;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;224746.81
12377;27;2;0.19672856;-0.17849179;-1.2072413;13;17;1977;-0.39237273;2;629;1;0.5355532;0;0;1.7859843;6;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;213798.19
14571;78;1;-0.68096095;-1.2016872;1.1172574;18;24;2011;-0.22321486;21;4346;2;-2.1742632;1;2;0.18505451;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;212821.67
3975;1;2;0.4490219;-0.17849179;-1.2072413;9;17;1977;-0.9387989;1;264;0;0.5355532;0;1;2.4168797;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;186403.48
14822;18;3;1.0696547;0.9158922;1.1172574;9;17;1997;-0.9986406;30;5562;0;0.5355532;0;5;0.75860715;3;3.3348482;-3.3348482;-0.09896976;0.09896976;-0.16815954;0.16815954;293371.97
367;45;1;-0.8027627;0.37801126;-1.2072413;16;17;2015;0.64631134;23;5212;6;0.5355532;3;2;-1.7131119;4;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;250466.98
9703;15;2;2.310912;1.7089618;2.4086456;10;17;2008;0.33096758;21;5731;0;0.5355532;1;0;1.7465898;5;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;373510.06
10935;121;3;0.1963036;0.6824045;-0.17413078;5;5;1965;0.7869129;19;3293;16;-0.89126974;3;7;-0.3146313;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;269680.62
5267;49;1;-0.743221;-1.1080549;0.6007021;8;17;2010;-0.824372;24;5613;5;1.0817138;2;5;0.1376604;8;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;168601.97
8753;25;3;1.606878;3.4402602;-1.2072413;4;17;2017;-0.41257298;53;13670;4;0.5355532;1;11;-1.1886182;1;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;309688.6
11279;19;2;0.9704848;0.041531526;0.85897976;23;25;2004;-0.9903112;33;6783;3;0.5355532;1;9;2.2196085;11;-0.29986376;0.29986376;-0.09896976;0.09896976;-0.16815954;0.16815954;435909.12
